OUT_ID	AO-Hands-Day11	AO-Hands-Day21	Bench-Day21	Bench11	Bucket-Water-after-dissection2	Bucket-Water1	Egg-Case0A	Egg-Case0B	Egg-Case0C	Egg-Case0D	Egg-Case16A	Egg-Case16B	Egg-Case16C	Egg-Case16D	Egg-Case26A	Egg-Case26B	Egg-Case26C	Egg-Case26D	Egg-Case30A	Egg-Case30B	Egg-Case30C	Egg-Case30D	Egg-Case33A	Egg-Case33B	Egg-Case33C	Egg-Case33D	Gill26A	Gill26B	Gill26C	Gill26D	Gill30A	Gill30B	Gill30C	Gill30D	Gill33A	Gill33B	Gill33C	Gill33D	GillAdult1	GillAdult2	GillAdult3	GillAdult4	Internal-Water0A	Internal-Water0B	Internal-Water0C	Internal-Water0D	Internal-Water16A	Internal-Water16B	Internal-Water26A	Internal-Water26B	Internal-Water26C	Internal-Water26D	Internal-Water30A	Internal-Water30B	Internal-Water30C	Internal-Water30D	Internal-Water33A	Internal-Water33B	Internal-Water33C	Internal-Water33D	KM-Hands-Day-11	KM-Hands-Day-21	MRC-Water-Cold3	MRC-Water-Cold4	MRC-Water1	MRC-Water2	Ocean-Water1	Ocean-Water2	Tail-Skin26A	Tail-Skin26B	Tail-Skin26C	Tail-Skin26D	Tail-Skin30A	Tail-Skin30B	Tail-Skin30C	Tail-Skin30D	Tail-Skin33A	Tail-Skin33B	Tail-Skin33C	Tail-Skin33D	Tail-SkinAdult1	Tail-SkinAdult2	Tail-SkinAdult3	Tail-SkinAdult4
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;uncultured;NA	0	0	0	0	0	0	0	0	0	0	4.2968	19.6472	1.7846	0	9.8505	4.862	8.6191	3.4812	0	1.8938	0	0	0	0	0.3985	0	0	0	0	0	0	0	0	35.643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8518	0	0	0	0	6.8304	0	0	16.3474	0	0	0	7.9634	0	0	0	0	0	0	0	183.2994	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;uncultured;uncultured_marine_microorganism	0	0	0	0	0	0	0	1.6175	0	0	0	0	8.0307	9.0342	2.3258	4.3759	3.7404	2.0214	6.4172	3.1563	0	4.482	1.594	0	0	0	0	0	0	0	0	0	124.149	0	0	13.377	0	0	0	0	0	0	0	0	0	0	0	0	17.191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196.0784	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;MBAE14;NA;NA;NA	0	0	0	35.6999	0	0	39.7857	10.4242	0	0	11.3806	0	0	0	0.8209	3.7681	6.1798	0	8.2506	0	0	0	1.9926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;MBAE14;uncultured_marine_bacterium;uncultured_marine_bacterium;uncultured_marine_bacterium	0	0	0	0	0	0	31.3273	19.4105	45.6439	7.6529	23.8064	14.6698	8.7955	18.7425	7.7983	20.299	21.1413	6.401	17.1888	16.886	36.8004	16.0074	20.1913	7.761	2.9886	5.9365	0	0	0	0	0	0	0	0	28.2662	44.7438	0	0	128.4031	0	45.0719	143.3587	0	0	0	0	0	0	0	33.8514	40.727	6.607	19.918	17.2597	6.2858	20.218	31.9846	0	14.4832	12.7171	2.111	0	0	0	17.696	0	0	0	0	0	0	0	19.9216	0	0	0	29.2398	47.915	122.6994	0	2.1366	0	0	2.9274
Bacteria;Proteobacteria;Gammaproteobacteria;MD2904-B13;uncultured_bacterium;uncultured_bacterium;uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonaceae;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Milano-WF1B-44;uncultured_proteobacterium;uncultured_proteobacterium;uncultured_proteobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3258	2.1879	0	0	2.0627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA	37.5363	123.4905	80.7175	101.7314	374.5118	42.0653	1403.3077	474.4787	576.7093	649.3203	1243.0471	896.6953	3744.9808	1202.0819	656.8348	801.0214	824.5107	1596.9865	739.5774	465.3918	669.6989	723.5305	2850.8231	2369.3571	7052.161	5003.265	692.1106	648.0625	1571.1347	1388.2758	400.891	693.627	541.9837	1193.3274	136.7588	159.14	553.0473	871.7949	173.4105	69.1079	1082.575	423.4931	0	4.3141	169.6156	25.7422	29.017	0	766.347	705.131	1441.6305	4134.6179	363.6275	764.0731	2723.3247	1223.6004	1343.7193	116.4381	1066.7373	1720.442	6.5551	10.2804	0	406.1688	87.1058	41.3364	6.1095	0.6666	705.8824	663.1129	1104.8878	135.7466	339.9116	456.2079	12.2599	545.7746	943.3673	881.8955	723.9262	797.5599	52.1589	1.3641	0	17.7366
Bacteria;Proteobacteria;Gammaproteobacteria;NKB5;uncultured_bacterium;uncultured_bacterium;uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5027	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;NKB5;uncultured_gamma_proteobacterium;uncultured_gamma_proteobacterium;uncultured_gamma_proteobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.655	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrococcales;Nitrococcaceae;Halopeptonella;NA	0	0	0	0	0	0	0	4.3134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.5641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Methylophagaceae;Methylophaga;Methylophaga_thiooxydans_DMS010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6394	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Methylophagaceae;Methylophaga;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Methylophagaceae;uncultured;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	3.371	0	0	0	0	0	0	0	0	20.0584	0	0	0	0	0	0	0	0	0	0	21.3858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;3PJM14;uncultured_gamma_proteobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6841	1.3371	4.2283	1.2353	2.4064	0	0	0	3.3209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.0773	0	0	0	0	12.5716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;AqS1;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7541	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;AqS1;uncultured_sediment_bacterium	0	0	0	0	0	0	0	5.0324	0	0	5.1097	0	0	0	0	0	1.7889	1.5722	3.094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;Cm1-21;NA	0	0	0	0	0	0	0	7.1891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;Cm1-21;uncultured_sediment_bacterium	0	0	0	0	0	0	7.5186	0	0	9.8605	6.5032	0	3.5692	12.1354	11.2186	12.3982	6.0171	11.3421	9.0528	6.3125	17.8794	7.775	3.8523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.1675	14.5835	0	0	7.966	0	9.2894	13.197	0	0	12.5354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3894	0	0	0	0	0	0	0.4305
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;FS142-36B-02;uncultured_sediment_bacterium	0	0	0	0	0	0	9.5548	0	0	0	0	0	0	3.6406	4.378	8.7517	7.806	10.556	3.3232	3.3141	6.7699	0.8232	0	0	0	0	0	0	42.0281	125.092	0	0	0	0	12.4704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.3998	0	14.3152	0	0	3.7143	0	2.1995	0	8.6039	0	0	0	0	0	0	0	0	0	0	38.3795	0	0	0	0	0	0	0	0	0	0	3.0164	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;MSB-1D1;NA	0	0	0	0	0	0	0	0	0	0	0	0	2.6769	7.5509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;MSB-1D1;uncultured_gamma_proteobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.189	3.0388	6.1798	3.3689	0	0	5.2076	4.0247	4.3836	1.6169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9676	0	0	0	0	0	0	2.2912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;NA;NA	0	0	0	0	0	0	10.6513	0	0	0	7.0839	9.2996	0	0	1.3681	14.2214	6.8302	11.0053	3.6669	1.2625	20.3097	6.403	2.7895	1.6169	0	0	0	14.5483	36.6628	0	0	0	0	0	6.6509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.4516	0	0	16.132	5.6426	17.7145	6.967	17.7795	0	9.8945	0	0	0	0	0	0	0	0	0	0	53.3049	0	0	0	0	0	0	0	10.36	0	0	0.5027	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;OM182_clade;NA;NA;NA	0	0	0	0	6.3477	0	23.6521	6.2904	0	18.6907	22.0646	32.4833	63.9907	56.7668	18.3327	17.868	6.505	6.0641	10.3132	19.7267	12.6718	19.3002	2.9224	0	0	0	34.1783	0	67.0661	0	0	20.4761	74.7564	29.9401	0	0	0	0	2.6475	18.2699	0	0	0	0	0	0	0	0	0	43.8577	20.8082	0	0	27.2172	6.8573	17.6222	17.0463	3.4792	27.6758	0	0	0	0	0	23.7093	0	9.6735	4.3332	0	0	0	0	0	40.4235	0	0	100.0308	28.49	30.6748	85.8563	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;OM182_clade;hydrothermal_vent_metagenome;hydrothermal_vent_metagenome;hydrothermal_vent_metagenome	0	0	0	0	0	0	7.3619	0	0	0	9.6387	17.0275	12.2372	0	4.6516	3.1603	1.9515	1.5722	9.6257	8.6797	3.1246	4.1161	4.915	4.2039	0.5977	2.3746	0	0	0	0	0	0	0	33.5044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4568	0	17.0003	2.5956	11.2725	0	0	29.431	0	0	0	0	0	0	0	0	0	0	0	0	18.0539	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;OM182_clade;seawater_metagenome;seawater_metagenome;seawater_metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.094	0	0	0	0	3.9925	0	1.4612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.8938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.4724	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;OM182_clade;uncultured_Pseudomonas_sp.;uncultured_Pseudomonas_sp.;uncultured_Pseudomonas_sp.	0	0	0	0	0	0	0	0	0	0	0	2.6196	0	0	2.3258	2.7957	8.9444	1.2353	0	4.1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6341	0	0	4.3074	0	0	4.7235	0	0	0	0	0	0	0	0	0	0	0	0	0	30.7988	0	0	0	0	36.8098	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;OM182_clade;uncultured_bacterium_ARCTIC45_G_10;uncultured_bacterium_ARCTIC45_G_10;uncultured_bacterium_ARCTIC45_G_10	0	0	0	0	0	0	0	0	0	0	0	0	1.0198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;OM182_clade;uncultured_marine_microorganism;uncultured_marine_microorganism;uncultured_marine_microorganism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3371	0	0	0	0	0	0	0	0	0	0	0	0	0	120.1864	0	0	0	0	0	0	0	0	0	0	3.4016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;OM182_clade;uncultured_sediment_bacterium;uncultured_sediment_bacterium;uncultured_sediment_bacterium	0	0	0	0	0	0	14.0973	0	0	0	5.4581	4.0604	2.5494	0	0	2.9172	3.7404	4.6042	0	2.8406	1.7359	2.8356	0	0	0	0	0	0	0	66.2252	19.5991	0	17.3542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5715	2.1857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.5499	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;OM182_clade;unidentified_marine_bacterioplankton;unidentified_marine_bacterioplankton;unidentified_marine_bacterioplankton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.525	0	0	0	0	0	4.2076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax;Alcanivorax_pacificus_W11-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax;NA	0	8.8358	114.0294	0	0	0	12.2177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3721	0	1.2935	0	0	0	0	0	0	0	48.6307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.3741	0	1.1012	0	0	0	0	5.1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.388	0	0	0.2583
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Endozoicomonadaceae;Endozoicomonas;Endozoicomonas_sp._Acr-12	0	0	0	0	0	0	0	0	4.3388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5191	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Endozoicomonadaceae;Endozoicomonas;NA	0	0	0	0	3.418	9.796	14.4106	0	0	0	5.2258	0	0	8.4948	0	0	2.602	0	0	0.9469	0	1.7379	0	20.0492	13.2494	0	0	0	0	0	0	0	0	0	9.1449	13.377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.9618	0	3.5518	0	6.9585	0	28.1593	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	61.5574	36.26	0	0	1.2568	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Gven-F17;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4862	0	0	0	0	0	1.3721	0	0	0	0	88.2939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Gven-F17;uncultured_bacterium;uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	7.8968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Gven-F17;uncultured_sediment_bacterium;uncultured_sediment_bacterium	0	0	0	0	0	0	0	0	0	0	11.8452	0	0	0	0	0	0	2.8074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Hahellaceae;Hahella;Hahella_ganghwensis_DSM_17046	0	0	0	0	0	0	0	0	8.1569	0	0	0	0	0	2.0522	0	0	0	4.5837	0	0	0	1.1955	0.9701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Chromohalobacter;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5555	19.8598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Cobetia;NA	0	0	15.3748	49.9262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2625	0	0	0.5313	0	0	0	0	0	0	0	0	0	0	0	0	6.9191	0	0	22.0624	0	0	21.2112	0	0	0	0	0	0	0	0	0	0	0	27.881	3.2858	0	4.9489	0	1.0038	8.357	0	0	0	0	16.6652	0	0	0	0	0	0	0	0	0	0	0	0	56.9801	0	0	19.1039	0.5684	0	3.1857
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;Chromohalobacter_sp._SS9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3776
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;NA	17.2464	0	229.3402	149.7785	0	0	0	2.3364	0	0	0	0	0	2.8316	0	1.7017	0	0	0	0	0	1.7379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7362	9.5321	27.2132	9.5085	26.3105	92.0334	205.003	75.5106	0	205.9104	0	0	0	0	0	0	3.1429	0	0	0	0	42.5115	10.8882	52.57	0	0	33.1587	4.6398	0	0	0	0	0	0	0	0	155.2922	0	0	0	79.7546	0	32.5521	0	0	14.8092
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;NA;NA	0	0	0	26.842	0	0	0	0	0	0	3.0194	0	0	0	0	0	0	1.0107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.017	0	0	561.3179	0	0	0	0	0	11.5601	0	0	0	0	0	0	0	0	0	8.7772	21.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2718
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Oceanospirillum;NA	0	0	138.3729	111.126	0	0	3.9159	35.5859	9.3717	0	0	0	0	18.8773	0	0	0	0	0	0	0	0	0	0	0	0	31.3301	0	23.2496	0	0	0	0	0	0	0	50.7901	0	0	0	6.8033	0	0	0	0	0	0	79.123	0	0	0	21.7481	2.963	0	0	0	0	0	35.8495	32.5194	0	0	0	60.8708	19.5859	0	0	0	0	0	0	0	0	0	0	334.5071	7.6947	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Salinicola;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2842	0	0	0.861
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Kangiellaceae;Aliikangiella;Aliikangiella_marina	0	0	0	0	0	0	0	0	11.2808	0	0	0	0	3.6406	0	0	0	1.6845	0	0	0	0	0	8.0843	0	0	0	0	0	0	0	0	0	0	0	9.2255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.4075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Kangiellaceae;Aliikangiella;NA	0	0	0	0	7.8125	0	11.5911	51.2221	25.5119	34.7325	26.5935	20.1711	44.615	34.5184	11.2186	17.2602	16.5878	8.4223	15.47	7.7329	0	15.0926	5.7119	5.4973	0	8.0142	0	0	4.4711	24.5278	0	0	0	0	0	0	50.7901	0	4.4125	0	0	21.2113	0	0	0	0	0	0	0	39.3868	40.0157	86.9924	15.4735	34.5194	16.8575	31.6931	29.8767	0	98.8013	31.066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.5399	0	0	0	0	1.9803
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Kangiellaceae;Aliikangiella;uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Kangiellaceae;Kangiella;NA	0	0	0	0	0	0	0	7.1891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.6355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
